Original	Reconstructed	Difference
912.0	912.0	
278.0	278.0	
159.0	159.0	
244.0	244.0	
92.0	92.0	
961.0	961.0	
246.0	246.0	
801.0	801.0	
451.0	451.0	
775.0	775.0	
118.0	118.0	
712.0	712.0	
282.0	282.0	
76.0	76.0	
978.0	978.0	
836.0	836.0	
405.0	405.0	
626.0	626.0	
972.0	972.0	
924.0	924.0	
536.0	536.0	
890.0	890.0	
557.0	557.0	
358.0	358.0	
95.0	95.0	
330.0	330.0	
169.0	169.0	
603.0	603.0	
524.0	524.0	
91.0	91.0	
307.0	307.0	
409.0	409.0	
197.0	197.0	
26.0	26.0	
929.0	929.0	
801.0	801.0	
761.0	761.0	
265.0	265.0	
450.0	450.0	
438.0	438.0	
563.0	563.0	
512.0	512.0	
467.0	467.0	
816.0	816.0	
107.0	107.0	
107.0	107.0	
519.0	519.0	
952.0	952.0	
769.0	769.0	
657.0	657.0	
936.0	936.0	
897.0	897.0	
702.0	702.0	
389.0	389.0	
693.0	693.0	
840.0	840.0	
639.0	639.0	
435.0	435.0	
146.0	146.0	
639.0	639.0	
426.0	426.0	
345.0	345.0	
113.0	113.0	
478.0	478.0	
318.0	318.0	
63.0	63.0	
827.0	827.0	
539.0	539.0	
726.0	726.0	
121.0	121.0	
844.0	844.0	
568.0	568.0	
350.0	350.0	
597.0	597.0	
404.0	404.0	
546.0	546.0	
198.0	198.0	
45.0	45.0	
407.0	407.0	
464.0	462.5	TRUE
461.0	462.5	TRUE
832.0	832.0	
778.0	778.0	
683.0	683.0	
232.0	232.0	
888.0	888.0	
392.0	392.0	
874.0	874.0	
624.0	624.0	
734.0	734.0	
646.0	646.0	
819.0	819.0	
795.0	795.0	
486.0	486.0	
274.0	274.0	
749.0	749.0	
915.0	915.0	
515.0	515.0	
294.0	294.0	
605.0	605.0	
118.0	118.0	
196.0	201.5	TRUE
207.0	201.5	TRUE
658.0	658.0	
834.0	834.0	
332.0	332.0	
712.0	712.0	
801.0	801.0	
249.0	249.0	
889.0	889.0	
42.0	42.0	
130.0	130.0	
754.0	754.0	
936.0	936.0	
124.0	124.0	
930.0	922.0	TRUE
914.0	922.0	TRUE
433.0	433.0	
619.0	619.0	
151.0	151.0	
206.0	206.0	
837.0	837.0	
808.0	808.0	
772.0	772.0	
515.0	515.0	
274.0	274.0	
605.0	605.0	
890.0	890.0	
665.0	665.0	
698.0	699.0	TRUE
700.0	699.0	TRUE
749.0	749.0	
689.0	689.0	
471.0	471.0	
69.0	69.0	
963.0	963.0	
14.0	14.0	
224.0	224.0	
431.0	431.0	
266.0	266.0	
894.0	894.0	
648.0	648.0	
257.0	257.0	
849.0	849.0	
946.0	946.0	
718.0	718.0	
116.0	116.0	
221.0	221.0	
513.0	513.0	
47.0	47.0	
305.0	305.0	
276.0	276.0	
181.0	181.0	
306.0	306.0	
632.0	632.0	
324.0	324.0	
821.0	821.0	
387.0	387.0	
142.0	142.0	
27.0	27.0	
568.0	568.0	
712.0	712.0	
26.0	26.0	
908.0	908.0	
848.0	848.0	
430.0	430.0	
870.0	870.0	
458.0	458.0	
176.0	176.0	
905.0	905.0	
709.0	709.0	
310.0	310.0	
281.0	281.0	
452.0	452.0	
932.0	932.0	
204.0	204.0	
154.0	154.0	
498.0	498.0	
892.0	892.0	
426.0	426.0	
30.0	30.0	
162.0	162.0	
922.0	922.0	
59.0	59.0	
827.0	827.0	
804.0	804.0	
765.0	765.0	
140.0	140.0	
367.0	367.0	
908.0	908.0	
792.0	792.0	
640.0	640.0	
709.0	709.0	
911.0	911.0	
665.0	665.0	
548.0	548.0	
110.0	110.0	
923.0	923.0	
1000.0	1000.0	
571.0	571.0	
546.0	546.0	
975.0	975.0	
69.0	69.0	
449.0	449.0	
855.0	855.0	
958.0	958.0	
31.0	31.0	
202.0	202.0	
462.0	462.0	
432.0	432.0	
375.0	375.0	
812.0	812.0	
270.0	270.0	
87.0	87.0	
477.0	477.0	
842.0	842.0	
198.0	198.0	
166.0	164.5	TRUE
163.0	164.5	TRUE
781.0	781.0	
290.0	290.0	
718.0	721.5	TRUE
725.0	721.5	TRUE
764.0	764.0	
290.0	290.0	
393.0	393.0	
532.0	532.0	
849.0	849.0	
988.0	988.0	
231.0	231.0	
394.0	394.0	
718.0	718.0	
998.0	998.0	
250.0	250.0	
618.0	618.0	
178.0	178.0	
414.0	414.0	
172.0	172.0	
570.0	570.0	
307.0	307.0	
407.0	407.0	
998.0	998.0	
690.0	690.0	
893.0	893.0	
10.0	10.0	
806.0	806.0	
165.0	165.0	
355.0	355.0	
503.0	503.0	
796.0	796.0	
70.0	70.0	
816.0	816.0	
536.0	536.0	
701.0	701.0	
450.0	450.0	
558.0	558.0	
589.0	589.0	
124.0	124.0	
509.0	509.0	
727.0	727.0	
984.0	984.0	
53.0	53.0	
303.0	303.0	
582.0	582.0	
910.0	910.0	
35.0	35.0	
184.0	184.0	
459.0	459.0	
397.0	397.0	
680.0	680.0	
964.0	964.0	
345.0	345.0	
921.0	921.0	
321.0	321.0	
692.0	692.0	
435.0	435.0	
298.0	298.0	
336.0	336.0	
366.0	366.0	
306.0	306.0	
155.0	155.0	
61.0	58.5	TRUE
56.0	58.5	TRUE
33.0	33.0	
595.0	595.0	
86.0	86.0	
526.0	526.0	
965.0	965.0	
632.0	632.0	
781.0	781.0	
542.0	542.0	
775.0	775.0	
838.0	838.0	
354.0	354.0	
703.0	703.0	
892.0	892.0	
51.0	51.0	
184.0	184.0	
810.0	810.0	
972.0	972.0	
1000.0	1000.0	
416.0	416.0	
964.0	964.0	
157.0	157.0	
895.0	895.0	
854.0	854.0	
317.0	317.0	
272.0	272.0	
921.0	921.0	
702.0	697.0	TRUE
692.0	697.0	TRUE
746.0	746.0	
138.0	138.0	
61.0	61.0	
644.0	644.0	
992.0	992.0	
333.0	333.0	
685.0	685.0	
215.0	215.0	
898.0	898.0	
322.0	322.0	
753.0	753.0	
113.0	113.0	
677.0	677.0	
154.0	154.0	
850.0	850.0	
141.0	141.0	
15.0	15.0	
916.0	916.0	
247.0	247.0	
938.0	938.0	
558.0	558.0	
677.0	677.0	
479.0	479.0	
608.0	608.0	
127.0	131.0	TRUE
135.0	131.0	TRUE
204.0	204.0	
234.0	234.0	
481.0	481.0	
869.0	869.0	
520.0	520.0	
90.0	90.0	
95.0	95.0	
61.0	61.0	
617.0	617.0	
687.0	687.0	
991.0	991.0	
126.0	126.0	
7.0	7.0	
219.0	219.0	
995.0	995.0	
617.0	617.0	
33.0	33.0	
155.0	155.0	
455.0	455.0	
777.0	777.0	
956.0	956.0	
58.0	58.0	
272.0	272.0	
344.0	344.0	
367.0	367.0	
695.0	695.0	
158.0	158.0	
449.0	449.0	
193.0	193.0	
415.0	415.0	
854.0	854.0	
561.0	561.0	
875.0	875.0	
114.0	114.0	
489.0	489.0	
924.0	924.0	
528.0	528.0	
451.0	451.0	
160.0	160.0	
434.0	434.0	
52.0	52.0	
977.0	977.0	
827.0	827.0	
770.0	770.0	
636.0	636.0	
40.0	40.0	
910.0	910.0	
458.0	458.0	
448.0	448.0	
797.0	797.0	
162.0	162.0	
274.0	274.0	
452.0	452.0	
936.0	936.0	
658.0	658.0	
462.0	462.0	
118.0	118.0	
427.0	427.0	
945.0	945.0	
809.0	809.0	
472.0	472.0	
116.0	116.0	
961.0	961.0	
205.0	205.0	
504.0	504.0	
180.0	180.0	
182.0	182.0	
413.0	413.0	
171.0	171.0	
506.0	506.0	
232.0	232.0	
483.0	483.0	
25.0	25.0	
927.0	927.0	
610.0	610.0	
289.0	289.0	
870.0	870.0	
266.0	266.0	
190.0	190.0	
896.0	896.0	
855.0	855.0	
289.0	289.0	
311.0	311.0	
722.0	722.0	
423.0	423.0	
469.0	469.0	
682.0	682.0	
62.0	62.0	
317.0	317.0	
70.0	70.0	
723.0	723.0	
878.0	878.0	
721.0	721.0	
387.0	387.0	
392.0	388.5	TRUE
385.0	388.5	TRUE
625.0	625.0	
684.0	684.0	
65.0	65.0	
227.0	227.0	
735.0	735.0	
590.0	590.0	
48.0	48.0	
792.0	792.0	
694.0	694.0	
88.0	88.0	
267.0	267.0	
136.0	136.0	
378.0	378.0	
527.0	527.0	
579.0	579.0	
914.0	914.0	
748.0	748.0	
709.0	709.0	
308.0	308.0	
728.0	728.0	
929.0	929.0	
522.0	522.0	
935.0	935.0	
387.0	387.0	
621.0	621.0	
948.0	948.0	
906.0	909.0	TRUE
912.0	909.0	TRUE
498.0	498.0	
616.0	616.0	
655.0	655.0	
747.0	747.0	
881.0	883.0	TRUE
885.0	883.0	TRUE
282.0	282.0	
856.0	856.0	
783.0	783.0	
737.0	737.0	
935.0	935.0	
355.0	355.0	
977.0	977.0	
155.0	155.0	
586.0	586.0	
365.0	365.0	
669.0	669.0	
469.0	469.0	
803.0	803.0	
445.0	445.0	
680.0	680.0	
121.0	121.0	
119.0	119.0	
975.0	975.0	
440.0	440.0	
846.0	846.0	
129.0	131.5	TRUE
134.0	131.5	TRUE
346.0	346.0	
106.0	106.0	
129.0	129.0	
344.0	344.0	
416.0	416.0	
327.0	327.0	
15.0	15.0	
816.0	816.0	
448.0	448.0	
695.0	695.0	
963.0	963.0	
540.0	540.0	
965.0	965.0	
181.0	181.0	
183.0	183.0	
206.0	206.0	
436.0	436.0	
968.0	968.0	
581.0	581.0	
444.0	444.0	
962.0	962.0	
639.0	639.0	
433.0	433.0	
912.0	912.0	
699.0	699.0	
336.0	336.0	
159.0	159.0	
662.0	662.0	
690.0	690.0	
237.0	237.0	
123.0	123.0	
155.0	155.0	
422.0	422.0	
623.0	623.0	
417.0	417.0	
247.0	247.0	
832.0	832.0	
965.0	965.0	
173.0	173.0	
771.0	771.0	
121.0	121.0	
331.0	331.0	
554.0	554.0	
345.0	345.0	
975.0	975.0	
425.0	425.0	
721.0	721.0	
957.0	957.0	
932.0	932.0	
960.0	960.0	
200.0	200.0	
29.0	29.0	
772.0	772.0	
241.0	241.0	
562.0	562.0	
716.0	716.0	
820.0	820.0	
984.0	984.0	
512.0	512.0	
304.0	304.0	
329.0	329.0	
254.0	254.0	
159.0	159.0	
401.0	401.0	
466.0	466.0	
309.0	309.0	
447.0	447.0	
488.0	488.0	
547.0	547.0	
324.0	324.0	
165.0	165.0	
135.0	135.0	
918.0	918.0	
221.0	221.0	
684.0	684.0	
44.0	44.0	
524.0	524.0	
38.0	38.0	
718.0	718.0	
113.0	113.0	
80.0	80.0	
998.0	998.0	
897.0	897.0	
836.0	836.0	
111.0	111.0	
938.0	938.0	
143.0	142.5	TRUE
142.0	142.5	TRUE
721.0	721.0	
57.0	57.0	
862.0	862.0	
981.0	981.0	
50.0	50.0	
709.0	709.0	
974.0	974.0	
745.0	745.0	
306.0	306.0	
239.0	239.0	
394.0	394.0	
561.0	561.0	
54.0	54.0	
210.0	210.0	
759.0	755.5	TRUE
752.0	755.5	TRUE
95.0	95.0	
421.0	421.0	
294.0	294.0	
430.0	430.0	
961.0	961.0	
743.0	743.0	
360.0	360.0	
860.0	860.0	
248.0	248.0	
65.0	65.0	
523.0	516.5	TRUE
510.0	516.5	TRUE
130.0	121.5	TRUE
113.0	121.5	TRUE
604.0	594.5	TRUE
585.0	594.5	TRUE
31.0	31.0	
184.0	184.0	
374.0	374.0	
253.0	253.0	
694.0	685.0	TRUE
676.0	685.0	TRUE
394.0	394.0	
859.0	859.0	
117.0	117.0	
623.0	623.0	
86.0	86.0	
233.0	233.0	
985.0	985.0	
348.0	348.0	
724.0	724.0	
775.0	775.0	
715.0	715.0	
856.0	856.0	
780.0	780.0	
725.0	725.0	
939.0	939.0	
144.0	144.0	
347.0	347.0	
634.0	634.0	
91.0	91.0	
845.0	845.0	
678.0	678.0	
774.0	774.0	
201.0	201.0	
1000.0	1000.0	
527.0	527.0	
215.0	215.0	
294.0	294.0	
326.0	326.0	
378.0	378.0	
598.0	598.0	
37.0	37.0	
326.0	326.0	
767.0	767.0	
40.0	40.0	
966.0	966.0	
187.0	187.0	
429.0	429.0	
866.0	866.0	
826.0	834.0	TRUE
842.0	834.0	TRUE
872.0	872.0	
362.0	362.0	
814.0	814.0	
108.0	108.0	
564.0	564.0	
123.0	123.0	
328.0	328.0	
851.0	851.0	
821.0	821.0	
672.0	672.0	
876.0	876.0	
103.0	103.0	
37.0	37.0	
169.0	169.0	
600.0	600.0	
551.0	551.0	
985.0	985.0	
166.0	166.0	
523.0	523.0	
469.0	469.0	
42.0	42.0	
417.0	417.0	
692.0	692.0	
984.0	984.0	
112.0	112.0	
212.0	212.0	
66.0	66.0	
669.0	669.0	
315.0	315.0	
155.0	155.0	
220.0	220.0	
469.0	469.0	
36.0	36.0	
981.0	981.0	
101.0	101.0	
369.0	369.0	
593.0	593.0	
572.0	572.0	
475.0	475.0	
219.0	219.0	
649.0	649.0	
212.0	212.0	
742.0	742.0	
424.0	424.0	
835.0	835.0	
790.0	790.0	
524.0	524.0	
330.0	330.0	
157.0	157.0	
807.0	807.0	
290.0	290.0	
455.0	455.0	
609.0	609.0	
588.0	588.0	
942.0	942.0	
102.0	102.0	
245.0	245.0	
646.0	646.0	
953.0	953.0	
249.0	249.0	
21.0	21.0	
86.0	86.0	
763.0	763.0	
497.0	497.0	
506.0	506.0	
604.0	604.0	
106.0	106.0	
442.0	442.0	
821.0	821.0	
617.0	617.0	
769.0	769.0	
119.0	119.0	
295.0	295.0	
450.0	450.0	
848.0	848.0	
182.0	182.0	
530.0	530.0	
765.0	765.0	
344.0	344.0	
129.0	129.0	
953.0	953.0	
122.0	122.0	
22.0	22.0	
776.0	776.0	
910.0	910.0	
62.0	62.0	
776.0	776.0	
873.0	873.0	
172.0	172.0	
103.0	103.0	
340.0	340.0	
533.0	533.0	
701.0	701.0	
148.0	148.0	
875.0	875.0	
139.0	139.0	
321.0	321.0	
487.0	487.0	
30.0	30.0	
684.0	684.0	
436.0	436.0	
538.0	538.0	
166.0	166.0	
493.0	493.0	
209.0	209.0	
513.0	513.0	
477.0	477.0	
100.0	100.0	
843.0	843.0	
791.0	791.0	
610.0	610.0	
311.0	311.0	
203.0	203.0	
629.0	629.0	
329.0	329.0	
215.0	215.0	
400.0	400.0	
766.0	766.0	
279.0	279.0	
610.0	610.0	
276.0	276.0	
423.0	423.0	
142.0	142.0	
497.0	497.0	
376.0	376.0	
459.0	459.0	
107.0	107.0	
903.0	903.0	
804.0	798.5	TRUE
793.0	798.5	TRUE
770.0	770.0	
0.0	0.0	
864.0	864.0	
600.0	600.0	
539.0	539.0	
46.0	46.0	
864.0	864.0	
88.0	88.0	
525.0	525.0	
722.0	722.0	
826.0	826.0	
883.0	883.0	
83.0	83.0	
694.0	694.0	
449.0	449.0	
861.0	861.0	
257.0	257.0	
236.0	236.0	
530.0	530.0	
357.0	357.0	
216.0	216.0	
403.0	403.0	
165.0	165.0	
37.0	37.0	
623.0	623.0	
217.0	217.0	
485.0	485.0	
893.0	893.0	
869.0	875.5	TRUE
882.0	875.5	TRUE
568.0	568.0	
223.0	223.0	
684.0	684.0	
929.0	929.0	
236.0	236.0	
427.0	427.0	
756.0	756.0	
195.0	195.0	
573.0	573.0	
959.0	959.0	
687.0	687.0	
31.0	31.0	
762.0	762.0	
167.0	167.0	
861.0	861.0	
750.0	750.0	
916.0	916.0	
590.0	590.0	
408.0	408.0	
743.0	743.0	
830.0	830.0	
609.0	609.0	
460.0	460.0	
179.0	179.0	
122.0	122.0	
902.0	902.0	
421.0	421.0	
455.0	455.0	
217.0	217.0	
395.0	395.0	
570.0	570.0	
847.0	847.0	
421.0	421.0	
539.0	539.0	
215.0	215.0	
572.0	572.0	
340.0	340.0	
269.0	269.0	
963.0	963.0	
560.0	560.0	
517.0	517.0	
669.0	669.0	
521.0	521.0	
144.0	144.0	
296.0	296.0	
844.0	844.0	
464.0	464.0	
395.0	395.0	
549.0	549.0	
720.0	720.0	
783.0	783.0	
349.0	349.0	
834.0	834.0	
666.0	666.0	
926.0	926.0	
410.0	410.0	
727.0	727.0	
594.0	594.0	
91.0	91.0	
829.0	829.0	
510.0	510.0	
61.0	61.0	
362.0	362.0	
167.0	167.0	
207.0	207.0	
117.0	117.0	
802.0	807.5	TRUE
813.0	807.5	TRUE
471.0	471.0	
348.0	348.0	
232.0	232.0	
149.0	149.0	
340.0	340.0	
680.0	680.0	
513.0	513.0	
324.0	324.0	
346.0	346.0	
736.0	736.0	
326.0	326.0	
832.0	832.0	
870.0	870.0	
949.0	949.0	
312.0	312.0	
446.0	446.0	
645.0	635.0	TRUE
625.0	635.0	TRUE
703.0	703.0	
483.0	483.0	
925.0	925.0	
102.0	102.0	
493.0	493.0	
3.0	3.0	
808.0	808.0	
99.0	99.0	
307.0	310.5	TRUE
314.0	310.5	TRUE
325.0	325.0	
800.0	800.0	
484.0	484.0	
380.0	380.0	
40.0	40.0	
79.0	79.0	
8.0	8.0	
867.0	867.0	
562.0	562.0	
906.0	906.0	
104.0	104.0	
592.0	592.0	
173.0	173.0	
309.0	309.0	
47.0	47.0	
467.0	467.0	
958.0	958.0	
153.0	153.0	
753.0	753.0	
102.0	102.0	
554.0	554.0	
672.0	672.0	
632.0	632.0	
315.0	315.0	
48.0	48.0	
252.0	252.0	
614.0	614.0	
180.0	180.0	
891.0	891.0	
49.0	49.0	
726.0	726.0	
419.0	419.0	
522.0	517.5	TRUE
513.0	517.5	TRUE
840.0	840.0	
293.0	293.0	
12.0	12.0	
302.0	302.0	
918.0	918.0	
132.0	132.0	
19.0	19.0	
873.0	873.0	
396.0	396.0	
68.0	68.0	
106.0	106.0	
169.0	169.0	
490.0	490.0	
22.0	22.0	
197.0	197.0	
725.0	725.0	
321.0	321.0	
992.0	992.0	
159.0	159.0	
377.0	377.0	
711.0	711.0	
531.0	531.0	
668.0	668.0	
561.0	561.0	
772.0	772.0	
477.0	477.0	
162.0	152.0	TRUE
142.0	152.0	TRUE
589.0	589.0	
453.0	453.0	
987.0	987.0	
603.0	603.0	
276.0	276.0	
602.0	602.0	
918.0	918.0	
163.0	163.0	
978.0	973.5	TRUE
969.0	973.5	TRUE
371.0	371.0	
412.0	412.0	
796.0	796.0	
157.0	157.0	
407.0	407.0	
170.0	170.0	
634.0	634.0	
547.0	547.0	
319.0	319.0	
876.0	876.0	
360.0	360.0	
942.0	942.0	
477.0	477.0	
701.0	701.0	
447.0	447.0	
177.0	177.0	
370.0	370.0	
909.0	909.0	
558.0	558.0	
430.0	430.0	
236.0	236.0	
731.0	731.0	
233.0	233.0	
612.0	612.0	
3.0	11.5	TRUE
20.0	11.5	TRUE
378.0	378.0	
895.0	895.0	
239.0	239.0	
65.0	65.0	
474.0	474.0	
180.0	180.0	
90.0	90.0	
139.0	139.0	
963.0	963.0	
894.0	894.0	
599.0	599.0	
879.0	879.0	
406.0	406.0	
68.0	68.0	
360.0	360.0	
525.0	525.0	
979.0	979.0	
217.0	217.0	
497.0	497.0	
417.0	417.0	
116.0	116.0	
929.0	929.0	
994.0	994.0	
266.0	266.0	
700.0	700.0	
103.0	103.0	
254.0	254.0	
661.0	661.0	
466.0	466.0	
287.0	287.0	
688.0	688.0	
789.0	789.0	
845.0	845.0	
885.0	885.0	
922.0	922.0	
839.0	839.0	
623.0	623.0	
475.0	475.0	
192.0	192.0	
248.0	248.0	
547.0	547.0	
631.0	631.0	
713.0	713.0	
818.0	818.0	
890.0	890.0	
724.0	724.0	
450.0	450.0	
930.0	930.0	
572.0	572.0	
609.0	609.0	
591.0	591.0	
416.0	416.0	
259.0	259.0	
968.0	968.0	
110.0	110.0	
924.0	924.0	
781.0	781.0	
60.0	60.0	
526.0	526.0	
122.0	122.0	
15.0	15.0	
96.0	96.0	
111.0	111.0	
357.0	357.0	
683.0	690.0	TRUE
697.0	690.0	TRUE
757.0	757.0	
623.0	623.0	
800.0	800.0	
311.0	311.0	
36.0	36.0	
929.0	929.0	
0.0	0.0	
896.0	896.0	
746.0	746.0	
527.0	527.0	
919.0	919.0	
670.0	670.0	
765.0	765.0	
185.0	185.0	
959.0	959.0	
